bookID,title,authors,average_rating,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,genres,main_author
25965,The Best American Sports Writing 2006,Michael Lewis/Glenn Stout,3.75,eng,416,84,5,2006-10-11,Mariner Books,"Sports,Sports;Nonfiction;Writing,Essays",Michael Lewis
25992,Kinfolk,Pearl S. Buck,4.19,eng,408,496,41,2004-01-01,Moyer Bell and its subsidiaries,"Fiction;Historical,Historical Fiction;Cultural,China;Classics;Cultural,Asia;Historical;Literature,American;Literature,Asian Literature;Nobel Prize;Cultural",Pearl S. Buck
25993,Pearl S. Buck: A Cultural Biography,Peter Conn,4.17,eng,500,101,11,1998-01-28,Cambridge University Press,"Biography;Cultural,China;Nonfiction;Womens;Cultural,Asia;Female Authors;Biography Memoir;United States;History",Peter Conn
25996,The Mother,Pearl S. Buck,04.04,eng,304,1783,93,2004-01-01,Moyer Bell and its subsidiaries,"Fiction;Historical,Historical Fiction;Classics;Cultural,China;Cultural,Asia;Literature;Nobel Prize;Historical;Literature,American;Novels",Pearl S. Buck
26009,Glamorama,Bret Easton Ellis,3.46,ger,832,46,0,2010-02-22,KiWi,"Fiction;Contemporary;Thriller;Novels;Literature,American;Horror;Literature;The United States Of America;Literary Fiction;Adult",Bret Easton Ellis
26012,Glamorama,Bret Easton Ellis/Pierre Guglielmina,3.46,fre,537,56,5,2001-02-15,10/18,"Fiction;Contemporary;Thriller;Novels;Literature,American;Horror;Literature;The United States Of America;Literary Fiction;Adult",Bret Easton Ellis
26023,Bright Lights Big Ass,Jen Lancaster,04.06,eng,380,28940,1632,2007-05-01,NAL,"Womens Fiction,Chick Lit;Nonfiction;Humor;Autobiography,Memoir;Biography;Humor,Comedy;Biography Memoir;Biography,Autobiography;Writing,Essays;Adult",Jen Lancaster
26046,Morrigan's Cross (Circle Trilogy #1),Nora Roberts,4.14,eng,321,46146,1158,2006-08-29,Jove,"Romance;Fantasy;Fantasy,Paranormal;Romance,Paranormal Romance;Paranormal,Vampires;Fiction;Fantasy,Magic;Science Fiction,Time Travel;Paranormal,Witches;Romance,Contemporary Romance",Nora Roberts
26047,Rebellion (The MacGregors #0.1),Nora Roberts,3.92,eng,395,6650,150,2006-11-21,Silhouette Books,"Romance;Romance,Historical Romance;Historical;Fiction;Historical,Historical Fiction;Romance,Contemporary Romance;Adult;Womens Fiction,Chick Lit;Cultural,Scotland;Romance,M F Romance",Nora Roberts
26048,Dream Makers: Untamed / Less of a Stranger,Nora Roberts,3.8,eng,411,989,32,2006-09-19,Silhouette Books,"Romance;Contemporary;Fiction;Romance,Contemporary Romance;Anthologies;Adult",Nora Roberts
26049,Spellbound (Once Upon #1),Nora Roberts,3.8,eng,96,6798,162,2005-09-27,Jove,"Romance;Fantasy,Paranormal;Fantasy;Fiction;Romance,Contemporary Romance;Romance,Paranormal Romance;Contemporary;Fantasy,Magic;Womens Fiction,Chick Lit;Novella",Nora Roberts
26050,Angels Fall,Nora Roberts,4.0,eng,391,37314,1040,2006-07-11,Putnam,"Romance;Romance,Romantic Suspense;Mystery;Fiction;Suspense;Contemporary;Romance,Contemporary Romance;Womens Fiction,Chick Lit;Thriller;Mystery,Crime",Nora Roberts
26051,True Betrayals / Montana Sky / Sanctuary,Nora Roberts,4.4,eng,852,667,5,2001-06-04,Putnam Adult,Romance;Fiction;Contemporary,Nora Roberts
26052,First Impressions,Nora Roberts,3.73,eng,301,5641,315,2006-10-24,Silhouette Books,"Romance;Holiday,Christmas;Fiction;Romance,Contemporary Romance;Contemporary;Holiday;Womens Fiction,Chick Lit;Audiobook;Adult;Category Romance,Harlequin",Nora Roberts
26053,Public Secrets,Nora Roberts,04.03,eng,481,11035,418,2012-03-27,Bantam Books,"Romance;Romance,Romantic Suspense;Fiction;Romance,Contemporary Romance;Mystery;Contemporary;Suspense;Womens Fiction,Chick Lit;Adult;Thriller",Nora Roberts
26054,The MacGregors: Serena & Caine (The MacGregors #1 -2),Nora Roberts,04.09,eng,441,11070,150,2006-01-28,Mira Books,"Romance;Romance,Contemporary Romance;Fiction;Contemporary;Womens Fiction,Chick Lit;Adult;Romance,Historical Romance;Anthologies;Historical;Historical,Historical Fiction",Nora Roberts
26055,The MacGregors: Alan & Grant (The MacGregors #3-4),Nora Roberts,4.11,eng,458,9423,90,2006-06-16,Mira Books,"Romance;Romance,Contemporary Romance;Contemporary;Fiction;Womens Fiction,Chick Lit;Romance,Historical Romance;Anthologies;Family;Adult;Historical,Historical Fiction",Nora Roberts
26064,Kissing in Manhattan,David Schickler,3.61,eng,288,2665,304,2002-08-27,Dial Press Trade Paperback,"Fiction;Short Stories;New York;Book Club;Novels;Contemporary;Adult;Literature,American;Literary Fiction;Modern",David Schickler
26069,Making Democracy Work: Civic Traditions in Modern Italy,Robert D. Putnam,3.83,eng,280,604,34,1994-06-16,Princeton University Press,"Politics;Nonfiction;Politics,Political Science;History;Sociology;Cultural,Italy;Academic;Social Science;Economics;Cultural",Robert D. Putnam
26071,The Comparative Study of Political Elites,Robert D. Putnam,3.75,eng,246,4,1,1976-01-01,Prentice Hall,"Sociology;Politics,Political Science",Robert D. Putnam
26075,A Random Walk Down Wall Street,Burton G. Malkiel,4.1,en-US,416,50,6,2003-04-17,W. W. Norton & Company,"Economics,Finance;Nonfiction;Business;Economics;Finance,Personal Finance;Currency,Money;Self Help;History;Audiobook;Self Help,Personal Development",Burton G. Malkiel
26079,A Random Walk Down Wall Street,Burton G. Malkiel/Christopher Flavin,4.1,eng,377,9,1,1985-01-01,W. W. Norton & Company,"Economics,Finance;Nonfiction;Business;Economics;Finance,Personal Finance;Currency,Money;Self Help;History;Audiobook;Self Help,Personal Development",Burton G. Malkiel
26085,Identity Crisis,Brad Meltzer/Rags Morales/Michael Bair/Joss Whedon,04.04,eng,288,18289,614,2006-08-16,DC Comics,"Sequential Art,Comics;Sequential Art,Graphic Novels;Superheroes,Dc Comics;Comics,Comic Book;Fiction;Comics,Superheroes;Graphic Novels Comics;Mystery;Dc Comics,Batman;Fantasy",Brad Meltzer
26088,Superman: Secret Identity,Kurt Busiek/Stuart Immonen,4.24,eng,208,6368,307,2013-04-09,DC Comics,"Sequential Art,Comics;Sequential Art,Graphic Novels;Superheroes,Dc Comics;Dc Comics,Superman;Comics,Superheroes;Comics,Comic Book;Fiction;Graphic Novels Comics;Fantasy;Science Fiction",Kurt Busiek
26090,The Dissociative Identity Disorder Sourcebook,Deborah Bray Haddock,4.16,eng,336,276,19,2001-08-21,McGraw-Hill Education,"Psychology;Nonfiction;Health,Mental Health;Self Help;Mental Health,Mental Illness;Health;Reference",Deborah Bray Haddock
26092,Double Identity,Margaret Peterson Haddix,04.02,eng,224,276,52,2005-10-01,Simon & Schuster Books for Young Readers,"Young Adult;Science Fiction;Fiction;Mystery;Fantasy;Childrens,Middle Grade;Childrens;Suspense;Young Adult,Teen;Adventure",Margaret Peterson Haddix
26093,Identity,Milan Kundera/Linda Asher,3.68,eng,176,266,31,1998-04-21,Harper,"Fiction;Novels;European Literature,Czech Literature;Literature;Philosophy;Contemporary;Cultural,France;Classics;Literary Fiction;Literature,20th Century",Milan Kundera
26097,Slowness,Milan Kundera/Linda Asher,3.66,eng,156,9760,402,1997-04-11,Harper Perennial,"Fiction;Novels;Literature;European Literature,Czech Literature;Philosophy;Cultural,France;Contemporary;Classics;Literature,20th Century;Roman",Milan Kundera
26101,Laughable Loves,Milan Kundera/Suzanne Rappaport,3.87,eng,287,14928,470,2000-08-21,Faber & Faber,"Fiction;Short Stories;European Literature,Czech Literature;Literature;Classics;Novels;Romance;Philosophy;Contemporary;Literature,20th Century",Milan Kundera
26123,Learned Optimism: How to Change Your Mind and Your Life,Martin E.P. Seligman,4.0,eng,319,13891,628,2006-01-03,Vintage Books,"Psychology;Self Help;Nonfiction;Self Help,Personal Development;Health,Mental Health;Science;Business;Health;Philosophy;Leadership",Martin E.P. Seligman
26130,Homer Price,Robert McCloskey,04.08,en-US,149,279,24,2005-12-29,Puffin Books,"Fiction;Childrens;Classics;Humor;Childrens,Middle Grade;Young Adult;Childrens,Juvenile;Childrens,Chapter Books;Academic,School;Childrens,Picture Books",Robert McCloskey
26131,The Classical World: An Epic History from Homer to Hadrian,Robin Lane Fox,3.91,eng,672,1315,69,2006-10-09,Basic Books,"History;Nonfiction;History,Ancient History;Classics;Cultural,Greece;Literature,Ancient;History,World History;Humanities,Classical Studies;History,European History;Historical",Robin Lane Fox
26133,The Children's Homer: The Adventures of Odysseus and the Tale of Troy,Padraic Colum/Willy Pogány,3.9,eng,256,109,15,2004-07-01,Aladdin Paperbacks,"Classics;Fantasy,Mythology;Fiction;Childrens;Fantasy;Historical,Historical Fiction;Literature;Academic,School;Adventure;Childrens,Middle Grade",Padraic Colum
26134,The Coalwood Way: A Memoir (Coalwood #2),Homer Hickam,4.14,eng,400,1193,103,2001-09-04,Island Books,"Nonfiction;Autobiography,Memoir;Biography;History;Biography Memoir;Biography,Autobiography;Young Adult,Coming Of Age;North American Hi...,American History;Anthologies,Collections;Literature",Homer Hickam
26146,Man's Search for Meaning,Viktor E. Frankl/Ilse Lasch/Harold S. Kushner/William J. Winslade,4.36,eng,165,3023,303,2006-06-01,Beacon Press,"Nonfiction;Psychology;Philosophy;History;Self Help;Autobiography,Memoir;Biography;Classics;Spirituality;World War II,Holocaust",Viktor E. Frankl
26147,Man's Search for Meaning,Viktor E. Frankl/Ilse Lasch/Gordon W. Allport,4.36,eng,160,1959,198,2004-05-06,Rider,"Nonfiction;Psychology;Philosophy;History;Self Help;Autobiography,Memoir;Biography;Classics;Spirituality;World War II,Holocaust",Viktor E. Frankl
26154,Good Grief: The Story of Charles M. Schulz,Rheta Grimsley Johnson,3.72,eng,256,20,1,1989-12-31,Pharos Books,Biography;Nonfiction;Biography Memoir;Humor,Rheta Grimsley Johnson
26156,Peanuts: The Art of Charles M. Schulz,Chip Kidd/Jean Schulz/Charles M. Schulz/Geoff Spear,4.38,eng,368,592,39,2003-10-28,Pantheon Books,"Sequential Art,Comics;Art;Humor;Nonfiction;Sequential Art,Graphic Novels;Biography;Sequential Art,Comic Strips;Art,Art Design;Childrens,Picture Books;History",Chip Kidd
26165,Autobiography of a Yogi,Paramahansa Yogananda,4.23,eng,516,9,0,2002-10-01,Motilal Banarsidass,"Spirituality;Biography;Nonfiction;Philosophy;Religion;Biography,Autobiography;Autobiography,Memoir;Self Help;Cultural,India;Religion,Hinduism",Paramahansa Yogananda
26175,To the Last Man: A Novel of the First World War,Jeff Shaara,4.22,eng,636,4809,315,2005-08-30,Ballantine Books,"Historical,Historical Fiction;Fiction;War;War,World War I;War,Military Fiction;Historical;North American Hi...,American History;Audiobook;Military,Military History;History,World History",Jeff Shaara
26184,African Nights,Kuki Gallmann,3.8,eng,336,313,19,2000-03-22,William Morrow Paperbacks,"Cultural,Africa;Nonfiction;Autobiography,Memoir;Eastern Africa,Kenya;Biography,Autobiography;Short Stories;Travel;Biography;Own",Kuki Gallmann
26187,Angels & Demons (Robert Langdon #1),Dan Brown,3.89,eng,572,5738,630,2003-07-28,Atria Books,"Fiction;Mystery;Thriller;Thriller,Mystery Thriller;Suspense;Adventure;Mystery,Crime;Historical,Historical Fiction;Novels;Adult",Dan Brown
26189,Letters of St. Augustine,Augustine of Hippo,4.36,eng,255,20,2,1992-03-01,Fleming H. Revell Company,"Religion,Theology;History;Religion;Spirituality",Augustine of Hippo
26190,Love and Saint Augustine,Hannah Arendt/Joanna Vecchiarelli Scott/Judith Chelius Stark,3.91,eng,254,95,10,1998-04-26,University of Chicago Press,"Philosophy;Religion;Nonfiction;Religion,Theology;Religion,Christianity;Love;Politics;Writing,Essays;Classics;European Literature,German Literature",Hannah Arendt
26197,Healthy Cooking for IBS: 100 Delicious Recipes to Keep You Symptom-Free,Sophie Braimbridge/Erica Jankovich,2.62,eng,144,2,1,2006-04-01,Harry N. Abrams,Cooking,Sophie Braimbridge
26206,Me vs. Me,Sarah Mlynowski,3.67,eng,311,1725,120,2006-07-25,Red Dress Ink,"Womens Fiction,Chick Lit;Fiction;Romance;Fantasy;Humor;Adult;Novels;Contemporary;Magical Realism;New York",Sarah Mlynowski
26207,Spells & Sleeping Bags (Magic in Manhattan #3),Sarah Mlynowski,04.05,eng,324,4370,221,2007-06-26,Delacorte Books for Young Readers,"Young Adult;Fantasy;Paranormal,Witches;Fantasy,Magic;Fiction;Romance;Womens Fiction,Chick Lit;Childrens;Young Adult,Teen;Childrens,Middle Grade",Sarah Mlynowski
26210,Bras & Broomsticks (Magic in Manhattan #1),Sarah Mlynowski,3.73,en-GB,310,8709,534,2006-06-13,Delacorte Press,"Young Adult;Fantasy;Paranormal,Witches;Fantasy,Magic;Womens Fiction,Chick Lit;Fiction;Romance;Young Adult,Teen;Fantasy,Paranormal;Childrens",Sarah Mlynowski
26211,Monkey Business,Sarah Mlynowski,3.67,eng,400,1,0,2005-04-15,Mira Books,"Womens Fiction,Chick Lit;Fiction;Romance;Adult;Contemporary;Novels;Business;Literature;Love;New Adult",Sarah Mlynowski
26212,Frogs & French Kisses (Magic in Manhattan #2),Sarah Mlynowski,3.97,eng,288,4863,221,2006-06-13,Delacorte Press,"Young Adult;Fantasy;Paranormal,Witches;Fantasy,Magic;Romance;Fiction;Womens Fiction,Chick Lit;Young Adult,Teen;Childrens;Fantasy,Paranormal",Sarah Mlynowski
26214,Big Anthony and the Magic Ring,Tomie dePaola,4.1,en-US,32,462,35,1979-04-25,HMH Books for Young Readers,"Childrens,Picture Books;Childrens;Fantasy;Fantasy,Magic;Fiction;Cultural,Italy;Fantasy,Fairy Tales;Witchcraft;Folk Tales;Childrens,Storytime",Tomie dePaola
26216,Patrick: Patron Saint of Ireland,Tomie dePaola,04.08,en-US,30,89,5,1992-01-01,Holiday House,"Childrens,Picture Books;Biography;Childrens;Religion;History;Nonfiction;Cultural,Ireland;Holiday;Christian;Christianity,Catholic",Tomie dePaola
26226,The Rattle-Rat,Janwillem van de Wetering,3.97,eng,293,174,8,2003-07-01,Soho Press,"Mystery;Fiction;Mystery,Crime;Mystery,Detective;Literature,20th Century;Thriller,Mystery Thriller;Suspense",Janwillem van de Wetering
26229,Robert Van Gulik: His Life His Work,Janwillem van de Wetering/Arthur P. Yin,3.57,eng,149,39,5,1998-07-01,Soho Press,Biography,Janwillem van de Wetering
26236,Revolutionary Girl Utena Vol. 2: To Plant,Chiho Saito,4.0,eng,200,1292,20,2004-03-10,VIZ Media LLC,"Sequential Art,Manga;Fantasy;Sequential Art,Graphic Novels;Sequential Art,Comics;Romance;Young Adult;Fiction;LGBT;Manga,Shojo;Cultural,Japan",Chiho Saito
26237,Revolutionary Girl Utena Vol. 3: To Sprout,Chiho Saito/Be-Pas,04.05,eng,200,1153,16,2004-02-04,VIZ Media LLC,"Sequential Art,Manga;Fantasy;Sequential Art,Graphic Novels;Sequential Art,Comics;Romance;Young Adult;Fiction;LGBT;Manga,Yuri;Manga,Shojo",Chiho Saito
26239,Revolutionary Girl Utena Vol. 4: To Bud,Chiho Saito,04.06,eng,192,1060,18,2003-10-01,VIZ Media LLC,"Sequential Art,Manga;Fantasy;Sequential Art,Graphic Novels;Sequential Art,Comics;Romance;Young Adult;LGBT;Fiction;Cultural,Japan;Manga,Shojo",Chiho Saito
26240,Revolutionary Girl Utena Vol. 5: To Blossom,Chiho Saito/Lillian Olsen/Be-Papas,04.02,eng,168,1017,33,2004-03-03,VIZ Media LLC,"Sequential Art,Manga;Fantasy;Sequential Art,Graphic Novels;Romance;Young Adult;Sequential Art,Comics;Cultural,Japan;LGBT;Fiction;Manga,Shojo",Chiho Saito
26252,The Enneads,Plotinus/Stephen MacKenna/John M. Dillon,04.06,eng,688,2481,35,1991-06-27,Penguin Classics,"Philosophy;Classics;Nonfiction;Religion;History;Literature,Ancient;Occult,Mysticism;History,Ancient History;Spirituality;Religion,Theology",Plotinus
26253,Ennead IV (Plotinus IV),Plotinus/A.H. Armstrong,4.52,eng,464,27,3,1984-01-01,Loeb Classical Library 443,"Philosophy;Philosophy,Theory",Plotinus
26254,Anaximander Heraclitus Parmenides Plotinus Lao-Tzu Nagarjuna (from Great Philosophers 2),Karl Jaspers/Ralph Manheim,3.92,eng,138,42,4,1974-10-23,Harvest Books/Harcourt,Philosophy;History;Nonfiction,Karl Jaspers
26274,The Cultural Cold War: The CIA and the World of Arts and Letters,Frances Stonor Saunders,04.01,eng,509,13,1,2001-04-01,The New Press,"History;Nonfiction;Politics;Art;North American Hi...,American History;Pseudoscience,Conspiracy Theories;Cultural;Spy Thriller,Espionage;The United States Of America;War",Frances Stonor Saunders
26289,Trust Fund,Stephen W. Frey,3.72,eng,358,607,22,2002-01-02,Fawcett Books,"Fiction;Thriller;Mystery;Suspense;Economics,Finance",Stephen W. Frey
26292,The Chairman (Christian Gillette #1),Stephen W. Frey,3.98,eng,415,2173,89,2005-12-27,Fawcett Books,"Fiction;Thriller;Suspense;Mystery;Thriller,Mystery Thriller;Thriller,Legal Thriller;Economics,Finance;Mystery,Murder Mystery;Novels;Mystery,Crime",Stephen W. Frey
26296,The Mystery of the Ancient Pyramid: Cairo Egypt (Around the World in 80 Mysteries),Carole Marsh,3.61,eng,128,27,4,2006-03-06,Gallopade International,Mystery;Adventure,Carole Marsh
26298,The Mystery in the Rocky Mountains,Carole Marsh,3.73,eng,145,34,6,2001-04-01,Carole Marsh Mysteries,Mystery,Carole Marsh
26301,The Mystery on the Mighty Mississippi,Carole Marsh,3.5,eng,142,26,1,2001-04-01,Carole Marsh Mysteries,Mystery;Childrens,Carole Marsh
26314,Medal of Honor: Rising Sun (Prima's Official Strategy Guide),Mark Cohen,3.67,eng,96,3,1,2003-11-18,Prima Games,Games;Activities,Mark Cohen
26321,The Elder Scrolls IV: Oblivion -- Revised & Expanded (Xbox360 PC) (Prima Official Game Guide),Peter Olafson,4.29,eng,432,57,4,2007-09-10,Prima Games,"Games,Video Games;Games,Gaming;Sports and Games,Games;Reference;Fantasy;Reference,Guides;Fiction",Peter Olafson
26324,Social Intelligence: The New Science of Human Relationships,Daniel Goleman,3.98,eng,403,10327,318,2006-09-26,Bantam Books,"Psychology;Nonfiction;Self Help;Science;Sociology;Relationships;Self Help,Personal Development;Business;Leadership;Social",Daniel Goleman
26327,The Power of Truth: A Leading with Emotional Intelligence Conversation with Warren Bennis,Daniel Goleman/Warren Bennis,3.82,eng,0,11,2,2006-11-14,MacMillan Audio,Leadership,Daniel Goleman
26329,Emotional Intelligence: Why It Can Matter More Than IQ,Daniel Goleman,04.01,eng,384,63501,1663,2006-09-26,Bantam Books,"Psychology;Nonfiction;Self Help;Business;Self Help,Personal Development;Science;Leadership;Education;Business,Management;Audiobook",Daniel Goleman
26330,Healing Emotions: Conversations with the Dalai Lama on Mindfulness Emotions and Health,Daniel Goleman,04.04,eng,288,302,8,2003-01-14,Shambhala Publications,"Psychology;Religion,Buddhism;Nonfiction;Philosophy;Spirituality;Self Help;Self Help,Personal Development;Religion;Health;Science",Daniel Goleman
26344,The MacMillan Bible Atlas,Yohanan Aharoni/Michael Avi-Yonah,4.32,en-US,215,14,2,1993-03-17,Webster's New World,"Reference;Religion;Cartography,Atlases;Nonfiction;Christian;Cultural,Israel;History;Religion,Christianity;History,Archaeology",Yohanan Aharoni
26348,Paris 1919: Six Months that Changed the World,Margaret MacMillan/Richard Holbrooke,04.08,eng,570,9679,640,2003-09-09,Random House Trade,"History;Nonfiction;War,World War I;Politics;War;History,European History;History,World History;Cultural,France;Historical;Audiobook",Margaret MacMillan
26384,Scripta Minora: Hiero/Agesilaus/Constitution of the Lacedaemonians/Ways & Means/Cavalry Commander/Art of Horsemanship/On Hunting/Constitution of the Athenians,Xenophon/Edgar C. Marchant/G.W. Bowersock,4.0,en-US,576,19,2,1925-01-01,Harvard University Press,Philosophy;Classics;History,Xenophon
26401,Primary English: Knowledge and Understanding,Jane Medwell/David Wray,3.87,eng,218,1,0,2007-04-01,Learning Matters,Teaching;Nonfiction,Jane Medwell
26407,The Philosophy of Hegel,Georg Wilhelm Friedrich Hegel/Carl Joachim Friedrich,3.37,eng,552,15,4,1965-02-01,McGraw-Hill Companies,Philosophy,Georg Wilhelm Friedrich Hegel
26415,Existentialism from Dostoevsky to Sartre,Walter Kaufmann,04.08,en-US,384,5011,88,1975-03-01,Plume Books,"Philosophy;Nonfiction;History;Writing,Essays;Literature;Classics;Philosophy,Theory;Reference;Psychology;Anthologies",Walter Kaufmann
26417,Anti-Semite and Jew: An Exploration of the Etiology of Hate,Jean-Paul Sartre/Michael Walzer/George J. Becker,3.8,eng,176,631,60,1995-04-25,Schocken Books,"Philosophy;Nonfiction;Politics;History;Literature,Jewish;Race;Cultural,France;Religion;Religion,Judaism;Sociology",Jean-Paul Sartre
26420,CSS: The Definitive Guide,Eric A. Meyer,4.0,en-US,518,961,29,2006-11-01,O'Reilly Media,"Reference;Computer Science,Programming;Internet,Web;Computer Science,Technical;Science,Technology;Computer Science,Computers;Design,Website Design;Design;Nonfiction;Science,Computer Science",Eric A. Meyer
26422,Fullmetal Alchemist Vol. 14 (Fullmetal Alchemist #14),Hiromu Arakawa/Akira Watanabe,4.59,eng,192,8634,118,2007-08-14,VIZ Media LLC,"Sequential Art,Manga;Fantasy;Sequential Art,Comics;Sequential Art,Graphic Novels;Fiction;Science Fiction;Young Adult;Science Fiction,Steampunk;Adventure;Manga,Shonen",Hiromu Arakawa
26425,Fullmetal Alchemist: The Abducted Alchemist (Fullmetal Alchemist #2),Makoto Inoue/Hiromu Arakawa/Alexander O. Smith/Rich Amtower,4.57,eng,240,2779,19,2006-01-10,VIZ Media LLC,"Sequential Art,Manga;Fantasy;Novels,Light Novel;Fiction;Novels;Young Adult;Science Fiction;Media Tie In,Anime;Science Fiction,Steampunk;Graphic Novels Manga",Makoto Inoue
26426,Fullmetal Alchemist Vol. 12 (Fullmetal Alchemist #12),Hiromu Arakawa/Akira Watanabe,4.6,eng,192,7480,119,2007-03-20,VIZ Media LLC,"Fantasy;Sequential Art,Graphic Novels;Sequential Art,Manga;Fiction;Sequential Art,Comics;Science Fiction;Young Adult;Science Fiction,Steampunk;Manga,Shonen;Adventure",Hiromu Arakawa
26436,Programming in C,Stephen G. Kochan,3.96,eng,576,222,16,2004-07-08,Sams,"Computer Science,Programming;Science,Computer Science;Reference;Computer Science,Technical;Nonfiction;Science,Technology;Science,Engineering",Stephen G. Kochan
26438,Java: An Introduction to Problem Solving and Programming,Walter J. Savitch,3.85,en-US,1060,26,1,2004-12-01,Prentice Hall,"Computer Science,Programming;Textbooks;Science,Technology;Nonfiction;Academic;Science,Computer Science;Computer Science,Computers",Walter J. Savitch
26439,Absolute C++,Walter J. Savitch,3.83,eng,943,36,4,2007-03-01,Addison-Wesley Professional,"Nonfiction;Science,Computer Science;Textbooks;Reference;Computer Science,Programming;Computer Science,Computers;Science;Computer Science,Software;Computer Science,Technical",Walter J. Savitch
26447,The Odyssey,Homer/Edward McCrorie/Richard P. Martin,3.76,eng,472,57,2,2005-08-23,Johns Hopkins University Press,"Classics;Fiction;Poetry;Fantasy,Mythology;Fantasy;Academic,School;Literature;Adventure;Academic,Read For School;Historical,Historical Fiction",Homer
26448,The Odyssey (New Translations from Antiquity),Homer/Edward McCrorie/Richard P. Martin,3.76,grc,472,6,1,2004-04-08,Johns Hopkins University Press,"Classics;Fiction;Poetry;Fantasy,Mythology;Fantasy;Academic,School;Literature;Adventure;Academic,Read For School;Historical,Historical Fiction",Homer
26449,Bulfinch's Mythology,Thomas Bulfinch/Richard P. Martin,4.1,eng,768,66,7,1991-12-24,Collins Reference,"Fantasy,Mythology;Classics;Fiction;Fantasy;Reference;Religion;Literature;Folklore;Classics,Classic Literature;Mythology,Greek Mythology",Thomas Bulfinch
26451,Teaching Reading Comprehension to Students with Learning Difficulties,Janette K. Klingner/Sharon R. Vaughn/Alison Boardman,3.79,eng,178,23,1,2007-04-12,The Guilford Press,Education,Janette K. Klingner
26470,Seven Gothic Tales,Isak Dinesen/Karen Blixen,3.93,eng,368,85,12,2002-10-31,Penguin Classics,"Short Stories;Fiction;Gothic;Classics;Horror;European Literature,Danish;Literature;Fantasy;Cultural,Denmark;European Literature,Scandinavian Literature",Isak Dinesen
26471,Last Tales,Isak Dinesen/Karen Blixen,4.11,eng,352,332,22,1991-12-03,Vintage Books,"Short Stories;Fiction;Classics;European Literature,Danish;Literature;Cultural,Denmark;Literature,20th Century;European Literature,Scandinavian Literature;Short Stories,Short Story Collection;Literary Fiction",Isak Dinesen
26472,Isak Dinesen: The Life of a Storyteller,Judith Thurman,04.06,en-US,512,1041,53,1995-10-15,Picador,"Biography;Nonfiction;Cultural,Africa;History;Biography Memoir;Cultural,Denmark;Eastern Africa,Kenya;European Literature,Danish;Autobiography,Memoir;Writing,Books About Books",Judith Thurman
26474,Out of Africa / Shadows on the Grass,Isak Dinesen/Karen Blixen,4.24,eng,462,9298,312,1989-10-23,Vintage Books,"Nonfiction;Cultural,Africa;Autobiography,Memoir;Classics;Biography;Travel;History;Biography Memoir;Biography,Autobiography;Literature",Isak Dinesen
26475,Letters from Africa 1914-1931,Isak Dinesen/Karen Blixen/Frans Lasson/Anne Born,4.21,eng,516,489,12,1984-04-15,University Of Chicago Press,"Cultural,Africa;Nonfiction;Biography;Autobiography,Memoir;History;Biography,Autobiography;Classics;European Literature,Danish;Eastern Africa,Kenya;European Literature,Scandinavian Literature",Isak Dinesen
26480,Witness,Karen Hesse,3.72,eng,161,4667,703,2003-03-01,Scholastic Paperbacks,"Historical,Historical Fiction;Poetry;Young Adult;Fiction;Historical;Childrens,Middle Grade;Childrens;Academic,School;Childrens,Juvenile;Realistic Fiction",Karen Hesse
26481,The Cats In Krasinski Square,Karen Hesse/Wendy Watson,4.13,eng,32,955,195,2004-08-01,Scholastic Press,"Childrens,Picture Books;Historical,Historical Fiction;World War II,Holocaust;Childrens;War,World War II;Animals,Cats;War;Fiction;Historical;Animals",Karen Hesse
26482,The Music of Dolphins,Karen Hesse,3.82,eng,181,6015,566,1998-02-01,Scholastic Paperbacks,"Young Adult;Fiction;Animals;Childrens;Childrens,Middle Grade;Realistic Fiction;Fantasy;Contemporary;Adventure;Childrens,Juvenile",Karen Hesse
26503,Verbatim: From the bawdy to the sublime the best writing on language for word lovers grammar mavens and armchair linguists,Erin McKean,3.59,eng,372,124,17,2001-10-17,Mariner Books,"Humanities,Language;Nonfiction;Humanities,Linguistics;Language,Writing;Writing,Essays;Reference;History;Language,Words",Erin McKean
26506,Sisters,Danielle Steel,3.85,eng,341,15495,1037,2007-02-13,Delacorte Press,"Romance;Fiction;Womens Fiction,Chick Lit;Contemporary;Adult;Novels;Drama;Family;Audiobook;Adult Fiction",Danielle Steel
26511,The Long Road Home,Danielle Steel,4.0,en-GB,476,7407,297,1999-03-04,Corgi,"Romance;Fiction;Womens Fiction,Chick Lit;Drama;Contemporary;Adult;Adult Fiction;Audiobook;Novels;Womens Fiction",Danielle Steel
26522,Three Plays of Euripides: Alcestis/Medea/The Bacchae,Euripides/Paul Roche,3.97,eng,144,243,23,1974-02-17,W.W. Norton & Company,"Plays;Classics;Drama;Fiction;Fantasy,Mythology;Literature;Academic,Read For School;Cultural,Greece",Euripides
26571,The Kestrel (Westmark #2),Lloyd Alexander,3.98,eng,244,2742,104,2002-06-10,Firebird Books,"Fantasy;Young Adult;Fiction;Adventure;Childrens;Science Fiction Fantasy;Childrens,Middle Grade;Historical,Historical Fiction;War;Fantasy,High Fantasy",Lloyd Alexander
26573,The God in the Moon (Age of Conan: Hyborian Adventures: A Soldier's Quest #1),Richard A. Knaak,3.74,en-GB,297,59,4,2006-07-25,Ace Books,"Fantasy;Heroic Fantasy,Sword and Sorcery",Richard A. Knaak
